Text,Sentiment,Emotion
'Γιατί οι άντρες όταν οι γυναίκες τους αποφασίζουν να τους χωρίσουν πρέπει απαραίτητα να τις σκοτωνουν ή να τις σπάνε στο ξύλο;',NEGATIVE,ANGER
'Η άλλη έφαγε μπουνιές από τον Αφγανό αλλά δεν του έκανε μήνυση γιατί τον λυπήθηκε λέει',NEGATIVE,ANGER
'Αυτό είναι δικό σας συμπέρασμα εξηγώ πως η συγκεκριμένη το κάνει γιατί τους δικούς της προσωπικούς λόγους',NEUTRAL,NO-EMOTION
'Να βγούμε στους δρόμους να κάνουμε διαδηλώσεις να αλλάξουν οι νόμοι',NEGATIVE,ANGER
'Χρυσός ολυμπιονίκης',NEUTRAL,NO-EMOTION
'Έτσι θα κουκουλώνονται απο δώ και έπειτα όλες οι φόνισσες',NEGATIVE,ANGER
'Φτύσιμο και ντροπή στη δικαιοσύνη',NEGATIVE,DISGUST
'Όταν τις αποκαλεί ουσιαστικά πόρνες ένας κομμουνιστής βγάζουν τον σκασμό',NEGATIVE,ANGER
'Αφήστε και καμιά να ζήσει',NEGATIVE,DISGUST
'δεν είναι χρήσιμη',NEGATIVE,ANGER
'Όποιος διανοηθεί να μπει στα τσαντίρια να κάνει το ίδιο θα έχει απέναντι του όλες τις λεγεώνες της Ρώμης',NEGATIVE,ANGER
'Τελικά μετά το metoo τα πράγματα δεν άλλαξαν και πολύ',NEGATIVE,SADNESS
'αυτό που τόσο υπέρ είναι το MeToo',NEGATIVE,ANGER
'Σταματήστε να ασχολείστε με το θύτη και ασχοληθείτε με το θύμα',NEGATIVE,ANGER
'Εκτός του γεγονότος ότι θα είναι πολύ ισχυρό καθώς τόσα αλληλομαχαιρώματα δεν παίζουν',NEGATIVE,ANGER
'Κατασκεύασαν την ιστορία τα σερβιετόπανα για να γλιτώσουν τις απουσίες',NEGATIVE,ANGER
'Εμφανής ο ρατσισμός των προοδευτικών εδώ μέσα και των MeToo που είναι κατά της πατριαρχίας και κουραφέξαλα',NEGATIVE,ANGER
Καθόλου,NEGATIVE,ANGER
'την πατά στο κεφάλι μπροστά στα παιδιά τους',NEGATIVE,SADNESS
'Μα έτσι είναι η κουλτούρα τους',NEGATIVE,DISGUST
'Είχαμε αυτόν που ένιωθε βιασμένος γιατί του έστειλε mail η άλλη να την ψηφίσει έχουμε τώρα και τους μπατριώτες που νιώθουν βιασμένοι γιατί τα πολεμικά μπήκαν στα διεθνή ύδατα και ακολούθησαν το πλοίο που χαρτογράφησε που θα ποντίσουμε το καλώδιο',NEGATIVE,DISGUST
'Γιατί έτσι ρε παιδιά;',NEGATIVE,ANGER
'Αφού έκαψε κόσμο προωθώντας τα εμβόλια τώρα προωθεί με πίσω κίνηση  την woke ατζέντα',NEGATIVE,DISGUST
'Η Πέμη Ζούνη γιατί απαλλάχθηκε απο κάθε κατηγορία για κακοποιητική συμπεριφορά;',NEUTRAL,SURPRISE
'αλλά τελικά μάλλον είναι επιλεκτική',NEGATIVE,ANGER
'Ο σεξισμός είναι ωραίος όταν απευθύνεται σε άτομο που δεν μας αρέσει έτσι;',NEGATIVE,DISGUST
'άλλωστε δεν πάει κανείς ενάντια στους χορηγούς του σωστά?',NEGATIVE,ANGER
'Χαλάει το αφήγημα και έχουμε σύγκρουση συμφερόντων',NEGATIVE,ANGER
'Για τον γιό του χοντρού θα πείτε τίποτα;',NEGATIVE,ANGER
'Κουράσατε οι και καλά οι ψυχαγωγικές εκπομπές με το σούργελο τον Παπανώτα',NEGATIVE,ANGER
'Πόσο εύκολο νομίζετε ότι είναι να πάει κόντρα στον κακοποιητή του;',NEGATIVE,SADNESS
'Έκπτωση Ηθών και οι άγγελοι έκπτωτοι',NEGATIVE,ANGER
'Δηλαδή τώρα σοκαρίστηκαν που έμαθαν από τον Ψινάκη πως κάποιοι εκμεταλλεύονται το MeToo για προσωπική προβολή',NEGATIVE,DISGUST
'Mισανδρικοί αγώνες',NEGATIVE,ANGER
'Πω πω μαλάκα καλά μας κάνουν',NEGATIVE,ANGER
'Πόσο εύκολο νομίζετε ότι είναι να μη σκέφτεται τις απόψεις της κοινωνίας για τα θύματα;',NEGATIVE,SADNESS
'MeToo και αρχίδια απλωμένα στον ήλιο',NEGATIVE,ANGER
'Η δράση ηλιθίων (Γυναικοκτονία)',NEGATIVE,ANGER
'Εμένα η ηθική μου δεν μου επιτρέπει να τον υποστηρίξω ότι και αν έχει συμβεί',NEGATIVE,ANGER
'που ο Χριστιανισμός είναι υπεύθυνος για την πατριαρχία',NEGATIVE,ANGER
'Που είναι όλες αυτές οι πικραμένες ψυχές του Σύριζα να βάλουν κατά της γυναικείας κακοποίησης;',NEGATIVE,ANGER
'Μισή γραμμή για τα όσα έζησε η γυναίκα',NEGATIVE,SADNESS
'Απορώ γιατί',NEUTRAL,SURPRISE
'κάτω από άθλιες συνθήκες διαβίωσης',NEGATIVE,SADNESS
'Μια ιστορία φαντασίας: στην Ελλάδα του 2024 μια γυναίκα καταγγέλει στις 11 Ιουλίου κακοποίηση',NEUTRAL,NO-EMOTION
'Και δεν είναι μόνο θεμα γονιών δυστυχώς',NEGATIVE,SADNESS
'Για να τον μαζέψουν τι πρέπει να συμβεί?',NEGATIVE,ANGER
'Πρόσεξε κανείς πως οι Ρομά δεν πέρασαν;',NEGATIVE,DISGUST
'Αν ξέρει κάποιος κάτι να το πει',NEGATIVE,SADNESS
'Κάτι πρέπει να γίνει',NEGATIVE,ANGER
'metoo και στα μούτρα σου',NEGATIVE,ANGER
'ρε αποφασίστε τι υποστηρίζετε',NEGATIVE,ANGER
'Όταν δολοφονείται ένας ΑΝΘΡΩΠΟΣ έχουμε ανθρωποκτονία',NEGATIVE,ANGER
'Μη ψάξετε τις MeToo',NEGATIVE,ANGER
'metoo εσείς φταίτε για αυτό η σιωπή σας',NEGATIVE,ANGER
'Πολλές ομάδες δεν τις πειράζει',NEUTRAL,NO-EMOTION
'Χθες άκουσα μια συνέντευξη που μου είχε διαφύγει',NEUTRAL,NO-EMOTION
'Αλλά για τις φεμινιστριες δεν τρέχει τίποτα που βιάζονται και εκτελούνται γυναίκες καθημερινά από το Ισλάμ',NEGATIVE,ANGER
'Ανυπομονώ για τη στιγμή που ένας άντρας θα θελήσει να κλείσει σε μια τελευταία θέση δίπλα στην οποία θα κάθεται γυναίκα που έχει επιλέξει να μην κάτσει δίπλα σε άντρα 😂',POSITIVE,JOY
ΚΟΥΛΑΜΑΡΑ,NEGATIVE,ANGER
'Η γυναίκα ως μηχανή αναπαραγωγής μούγκα το metoo και όλες οι metoo',NEGATIVE,ANGER
'Ρωτήστε τον μεγάλο αρχηγό όμως την Μπίκα να την ψηφίσουμε ή ο μπαρμπά Γιώτης θα εκπροσωπεί από μόνος του το metoo στην ευρωβουλή;',NEGATIVE,ANGER
'Εδώ δεν έχει εκπαιδευστε τις κορες σας;',NEGATIVE,ANGER
'Ποιο μπούλινγκ και ποιος εκφοβισμός βρε μισογύνηδες???',NEGATIVE,ANGER
'Η χειρότερη κακοποίηση γυναίκας είναι αυτό αλλά οι μιτούδες μούγκα',NEGATIVE,ANGER
'Απειλή βίας και το χειρότερο από όλα είναι πως οι άλλες γυναίκες έσπευσαν να δικαιολογήσουν',NEGATIVE,ANGER
'Άσε μη σου πω γιατί θα αυτοκτονησεις',NEGATIVE,FEAR
'Αναρίθμητες υποθέσεις που απλά κλείνει τα μάτια',NEGATIVE,ANGER
'Πού μεγάλωσες και εσύ',NEGATIVE,SADNESS
'Αν ήταν λευκός στρέητ άνδρας και μάλιστα γηγενής θα τον είχαν κρεμάσει ήδη σε κάποια πλατεία πριν καν γίνει η δίκη',NEGATIVE,ANGER
'Εδώ υπάρχει ένας έρωτας μεγάλος και αν ο γέρος δεν πεθάνει γρήγορα θα τον καταγγείλει για ενδοοικογενειακή βία ότι της πέταξε την μασέλα του στο κεφάλι της και έπαθε διάσειση',NEGATIVE,DISGUST
'από εσένα ξεκίνησε?',NEGATIVE,ANGER
'αλλά ακόμα και τους gay όπως το αθώο θύμα τους Kevin Spacey',NEGATIVE,ANGER
'Εαν βγούν τα πραγματικά νόυμερα θα φρίξετε',NEGATIVE,FEAR
'Θα πέσουν πολλές καταγγελίες για τις παρενοχλήσεις στις Πρεσβείες που δούλεψες',NEGATIVE,ANGER
'είναι ΤΕΛΕΙΩΣ καταρρακωμένη και αποδιοργανωμένη',NEGATIVE,SADNESS
'Τέτοια σκουπίδια πληρώνουμε με τους φόρους μας',NEGATIVE,DISGUST
'Το ελληνικό κράτος βασάνισε ένα παιδί και το απειλούσε με βιασμό',NEGATIVE,ANGER
'Πατριαρχία 100\%',NEGATIVE,ANGER
'Το MeToo είναι αντιχριστιανική εγκληματική οργάνωση που προσβάλλει και μισεί θανάσιμα όλους τους Χριστιανούς και γενικά τους straight άντρες',NEGATIVE,ANGER
'Πούστης αυτοκτόνησε και λαθρομετανάστης δολοφόνησε',NEGATIVE,ANGER
'Προσέξτε αυτούς έβαλαν και προωθούν εμβόλια και ανώμαλους ',NEGATIVE,ANGER
'οι άντρες θα πρέπει να εναντιωθείτε απέναντι στα σκουπίδια και στους δολοφόνους όχι εμείς οι γυναίκες',NEGATIVE,ANGER
'Αυτό το κάνει γιατί στην πραγματικότητα την εμποδίζει από το να απομακρυνθεί από κοντά του',NEGATIVE,ANGER
'προσφέρει πάρα πολλά',POSITIVE,JOY
'Είδατε τις metoo να λένε τίποτα για τον βιασμό 16χρονης Βρετανίδας από Πακιστανό?',NEGATIVE,ANGER
'Μπίκα δεν πιστεύω ότι θα ψηφίσετε γιατί ο Εμφιεντζόγλου πολλά είναι αλλά είναι και αντιτουριστικός',NEGATIVE,ANGER
'πουλ πουλ πουλ πουυυλ',NEGATIVE,ANGER
'Το 12χρονο παλιοκόριτσο δεν ήθελε να υποκύψει στις ορέξεις του 48χρονου συζύγου της',NEGATIVE,ANGER
'Τελικά μετά από αυτό το συμβάν εκεί στο Χαμογέλα και Πάλι θεωρείτε το cancel υπερβολή;',NEGATIVE,ANGER
'Που είσαι;',NEUTRAL,NO-EMOTION
'Πουθενά αλλού',NEUTRAL,NO-EMOTION
'Τώρα που σχολιάζει αισχρά τον Κασσελάκη είναι απλά μεσημέρι Σαββάτου',NEGATIVE,ANGER
Κουράγιο,NEGATIVE,SADNESS
'Και πόσο θλιβερό είναι',NEGATIVE,SADNESS
'Μέχρι πότε θα συνεχίζεται αυτό;',NEGATIVE,ANGER
'Εσείς που ξέρετε απο αυτά με το «το δικό μου είναι μεγάλο θα χορτάσεις» του ηλικιωμένου τοιούτου στη ψησταριά την ώρα που μου έδινε τις φακές είναι metoo;',NEGATIVE,ANGER
'Ο Αποστόλης άπλωσε χέρι σε μια γυναίκα και όχι στη γυναίκα του',NEGATIVE,DISGUST
'Πόσο εύκολο νομίζετε ότι είναι για ένα θύμα να παραδεχτεί την αλήθεια ακόμα και στον ίδιο του τον εαυτό του;',NEGATIVE,SADNESS
'Και παιδεραστής και βιαστής και αιμομίκτης και χουντικός και χρυσαυγίτης',NEGATIVE,DISGUST
'Καλυμμένες για να μην δέχονται σεξιστικές συμπεριφορές από τους ιδρωτσίλες σφίχτες',NEGATIVE,DISGUST
'Ας φροντίσουμε να μάθουμε στα παιδιά να σέβονται να εκτιμούν να συνυπάρχουν αρμονικά',POSITIVE,JOY
